two_theta_deg,intensity_raw,intensity_smoothed
35.992763,89.5669,34.5222
36.009509,83.8583,35.4920
36.026255,86.6142,36.2820
36.043002,93.2087,36.1709
36.059748,86.8110,36.2849
36.076494,90.3543,35.7850
36.093240,86.2205,35.8031
36.109986,85.7283,35.0919
36.126732,88.0906,34.8790
36.143479,85.8268,34.9494
36.160225,88.3858,36.0908
36.176971,89.6654,36.3258
36.193717,89.7638,37.1045
36.210463,86.4173,37.1054
36.227209,94.4882,36.5644
36.243956,82.3819,35.7265
36.260702,91.9291,34.4451
36.277448,84.3504,34.9348
36.294194,84.3504,35.3324
36.310940,88.3858,35.4335
36.327686,87.5000,37.1033
36.344432,95.2756,36.3678
36.361179,87.3031,37.2483
36.377925,88.9764,36.3863
36.394671,87.3031,35.8860
36.411417,84.3504,35.2282
36.428163,88.3858,34.1434
36.444909,85.2362,34.1740
36.461656,90.4528,33.8601
36.478402,84.4488,34.8749
36.495148,85.6299,35.2188
36.511894,86.3189,35.3943
36.528640,90.5512,37.0556
36.545386,92.0276,37.0737
36.562132,86.7126,37.6035
36.578879,91.8307,37.6863
36.595625,91.7323,37.0944
36.612371,82.8740,35.4897
36.629117,87.3031,34.5397
36.645863,88.5827,33.4001
36.662609,83.3661,31.9792
36.679356,82.1850,31.8840
36.696102,84.7441,32.4682
36.712848,81.7913,31.7656
36.729594,86.3189,31.1616
36.746340,85.5315,31.9061
36.763086,82.9724,31.5452
36.779833,81.2992,29.8382
36.796579,81.1024,30.0449
36.813325,84.6457,29.4505
36.830071,78.2480,29.7765
36.846817,79.7244,30.4148
36.863563,89.5669,30.5575
36.880309,81.2008,30.8961
36.897056,83.3661,30.9257
36.913802,82.2835,31.4100
36.930548,81.3976,30.0039
36.947294,84.2520,29.1646
36.964040,81.2008,29.7460
36.980786,80.7087,29.5748
36.997533,79.6260,30.4650
37.014279,86.5157,31.4316
37.031025,82.4803,30.8163
37.047771,84.7441,31.6388
37.064517,86.7126,32.2860
37.081263,82.3819,31.9579
37.098010,78.5433,30.7906
37.114756,88.4843,31.8372
37.131502,83.7598,31.3924
37.148248,80.6102,31.0565
37.164994,84.1535,31.5096
37.181740,88.2874,31.9948
37.198486,78.4449,30.6293
37.215233,82.8740,30.3003
37.231979,84.6457,30.6603
37.248725,83.7598,30.9126
37.265471,78.4449,30.9218
37.282217,83.1693,31.4516
37.298963,88.3858,30.3039
37.315710,83.8583,29.8671
37.332456,78.6417,30.2785
37.349202,79.7244,31.2136
37.365948,81.4961,29.9307
37.382694,85.0394,29.0641
37.399440,84.7441,29.5168
37.416186,81.8898,29.3917
37.432933,75.2953,28.8498
37.449679,81.1024,28.4063
37.466425,80.9055,27.3487
37.483171,78.7402,26.9407
37.499917,81.8898,27.0543
37.516663,79.8228,27.7495
37.533410,76.0827,27.4664
37.550156,79.5276,27.6231
37.566902,80.9055,28.3692
37.583648,82.7756,28.3494
37.600394,80.4134,28.2017
37.617140,79.6260,27.6244
37.633887,80.8071,26.4443
37.650633,75.7874,26.4349
37.667379,75.3937,24.9169
37.684125,77.8543,24.9738
37.700871,80.4134,26.3754
37.717617,81.3976,28.6387
37.734363,73.7205,29.5494
37.751110,87.8937,30.5965
37.767856,88.3858,31.2077
37.784602,82.9724,30.2645
37.801348,74.7047,29.9561
37.818094,85.3346,29.0758
37.834840,79.3307,26.0070
37.851587,74.0157,25.1996
37.868333,80.9055,25.9384
37.885079,75.3937,26.7877
37.901825,77.1654,25.7803
37.918571,81.6929,26.2988
37.935317,81.3976,26.7980
37.952064,78.0512,26.4959
37.968810,75.3937,27.6983
37.985556,78.7402,26.9584
38.002302,80.9055,26.0586
38.019048,80.2165,26.2651
38.035794,80.1181,26.7173
38.052540,73.4252,26.5259
38.069287,78.8386,25.7505
38.086033,80.3150,25.9182
38.102779,77.7559,26.6037
38.119525,77.3622,26.7083
38.136271,79.9213,27.3370
38.153017,81.7913,26.1763
38.169764,77.6575,25.9553
38.186510,74.7047,25.0973
38.203256,78.1496,24.7658
38.220002,74.7047,24.1020
38.236748,78.2480,24.1644
38.253494,73.7205,25.5158
38.270240,80.8071,25.7452
38.286987,76.7717,24.5561
38.303733,78.6417,24.0004
38.320479,77.2638,22.9879
38.337225,69.9803,22.9312
38.353971,71.2598,21.8538
38.370717,76.4764,22.1727
38.387464,76.3780,23.1618
38.404210,77.4606,24.4696
38.420956,75.0000,24.9514
38.437702,78.2480,24.1823
38.454448,78.8386,22.8842
38.471194,72.2441,22.4614
38.487941,69.7835,21.8410
38.504687,74.3110,21.6852
38.521433,74.6063,20.9042
38.538179,75.9843,21.5771
38.554925,73.3268,22.5901
38.571671,74.8031,23.6383
38.588417,73.9173,22.8067
38.605164,78.3465,23.1662
38.621910,74.5079,23.1235
38.638656,77.3622,23.8432
38.655402,71.3583,23.8551
38.672148,79.6260,24.2059
38.688894,75.0984,24.1591
38.705641,78.6417,25.0016
38.722387,75.7874,25.1402
38.739133,78.0512,25.0087
38.755879,76.3780,24.2936
38.772625,76.7717,23.7372
38.789371,73.7205,21.4533
38.806118,72.1457,20.2997
38.822864,74.7047,19.9379
38.839610,67.6181,19.4129
38.856356,68.7992,20.1448
38.873102,77.5591,22.2154
38.889848,78.4449,24.5136
38.906594,74.0157,25.8007
38.923341,83.2677,26.8960
38.940087,81.7913,27.3129
38.956833,78.2480,26.7301
38.973579,74.0157,26.4587
38.990325,77.0669,26.1334
39.007071,81.6929,24.0843
39.023818,76.7717,24.8871
39.040564,75.6890,26.0060
39.057310,76.3780,26.1901
39.074056,76.2795,24.6710
39.090802,84.4488,24.8277
39.107548,75.4921,24.8341
39.124294,72.2441,24.8041
39.141041,74.1142,23.7363
39.157787,81.9882,22.4143
39.174533,71.3583,22.5325
39.191279,76.4764,24.2624
39.208025,72.4409,24.6022
39.224771,77.5591,24.4634
39.241518,83.4646,24.2472
39.258264,75.2953,25.2186
39.275010,73.6220,24.7089
39.291756,77.3622,24.7309
39.308502,76.1811,23.7641
39.325248,75.2953,22.8381
39.341995,75.6890,22.7791
39.358741,75.4921,22.2117
39.375487,73.4252,21.5510
39.392233,71.8504,22.2801
39.408979,72.7362,22.3166
39.425725,76.2795,21.9715
39.442471,77.0669,22.6883
39.459218,77.5591,23.6808
39.475964,71.1614,24.1518
39.492710,74.8031,23.6053
39.509456,79.6260,23.1474
39.526202,75.2953,22.6995
39.542948,72.9331,21.7240
39.559695,72.1457,20.8712
39.576441,74.5079,20.4848
39.593187,70.3740,20.1756
39.609933,69.5866,20.6796
39.626679,74.3110,21.0327
39.643425,79.7244,21.5843
39.660172,72.0472,22.1902
39.676918,72.6378,22.9877
39.693664,74.5079,22.6862
39.710410,76.3780,21.9016
39.727156,75.0000,21.7806
39.743902,73.0315,22.8463
39.760648,72.9331,22.4263
39.777395,75.6890,21.5547
39.794141,75.9843,21.7446
39.810887,74.0157,23.0290
39.827633,71.8504,23.3314
39.844379,75.5906,24.2674
39.861125,80.9055,24.1770
39.877872,78.1496,23.7677
39.894618,72.6378,24.5322
39.911364,79.1339,24.6198
39.928110,71.5551,23.0292
39.944856,74.3110,22.4588
39.961602,79.5276,21.8648
39.978348,71.8504,21.5416
39.995095,70.3740,20.6590
40.011841,76.0827,21.4287
40.028587,68.7992,20.5477
40.045333,74.4094,20.3318
40.062079,74.6063,20.7792
40.078825,74.8031,21.2679
40.095572,70.2756,21.3122
40.112318,75.0000,22.5770
40.129064,72.9331,22.5499
40.145810,78.5433,23.2926
40.162556,75.7874,23.5512
40.179302,77.4606,24.2764
40.196049,75.7874,25.1326
40.212795,77.4606,26.2958
40.229541,76.1811,26.4778
40.246287,82.2835,27.0463
40.263033,84.5472,27.6871
40.279779,79.9213,29.9130
40.296525,79.9213,30.7516
40.313272,83.9567,33.5217
40.330018,91.0433,35.8846
40.346764,96.6535,41.0566
40.363510,93.9961,48.4647
40.380256,112.2047,57.3073
40.397002,114.4685,67.4901
40.413749,132.8740,79.1694
40.430495,142.0276,91.9764
40.447241,155.0197,102.9177
40.463987,163.8780,108.3813
40.480733,168.7008,110.4881
40.497479,164.5669,106.4077
40.514226,150.0000,100.4765
40.530972,139.5669,92.3655
40.547718,131.9882,84.7182
40.564464,125.6890,76.5691
40.581210,127.2638,70.8005
40.597956,120.2756,65.4427
40.614702,114.7638,59.5544
40.631449,100.5906,52.7802
40.648195,100.7874,45.1636
40.664941,87.7953,38.6662
40.681687,85.6299,34.2960
40.698433,80.6102,30.4182
40.715179,79.6260,28.4690
40.731926,84.5472,26.9352
40.748672,78.4449,26.3502
40.765418,74.4094,25.9849
40.782164,79.1339,26.2426
40.798910,78.4449,24.8282
40.815656,74.5079,24.1497
40.832402,80.1181,24.7435
40.849149,75.6890,23.9616
40.865895,70.5709,22.4650
40.882641,78.6417,21.8180
40.899387,73.4252,21.5815
40.916133,68.9961,20.5548
40.932879,73.3268,20.2646
40.949626,73.7205,19.5575
40.966372,72.2441,18.5374
40.983118,69.1929,18.6487
40.999864,69.0945,18.5370
41.016610,70.2756,18.3844
41.033356,72.9331,19.0167
41.050103,70.6693,20.2320
41.066849,73.2283,20.9602
41.083595,76.0827,21.7036
41.100341,74.4094,22.4988
41.117087,74.2126,22.8151
41.133833,72.5394,22.8264
41.150579,77.2638,21.9589
41.167326,75.5906,21.4748
41.184072,71.9488,21.9016
41.200818,71.3583,21.4668
41.217564,73.0315,21.0926
41.234310,75.6890,20.6280
41.251056,74.7047,21.3351
41.267803,70.1772,21.6377
41.284549,74.4094,21.9277
41.301295,75.2953,21.6467
41.318041,75.0000,21.8061
41.334787,72.1457,23.0437
41.351533,76.1811,23.1409
41.368279,74.0157,21.9949
41.385026,76.7717,21.4390
41.401772,75.0000,20.8863
41.418518,67.4213,21.0419
41.435264,71.8504,21.0836
41.452010,74.6063,20.8831
41.468756,73.7205,20.6636
41.485503,76.6732,21.2158
41.502249,73.7205,22.1803
41.518995,69.4882,21.5138
41.535741,74.1142,21.3808
41.552487,74.2126,21.0077
41.569233,74.1142,20.0962
41.585980,71.6535,20.0569
41.602726,73.3268,20.0852
41.619472,68.8976,19.4987
41.636218,70.2756,19.0913
41.652964,73.5236,19.7525
41.669710,73.3268,20.5461
41.686456,72.9331,21.1467
41.703203,72.5394,22.0677
41.719949,77.1654,21.5661
41.736695,73.0315,21.6937
41.753441,73.7205,21.9952
41.770187,73.3268,22.7888
41.786933,72.4409,22.4765
41.803680,78.3465,21.0958
41.820426,74.1142,21.6301
41.837172,74.6063,21.4058
41.853918,68.0118,21.1818
41.870664,71.0630,20.6902
41.887410,78.2480,19.5873
41.904157,71.3583,20.6762
41.920903,72.3425,20.9951
41.937649,71.8504,21.8860
41.954395,72.6378,20.5580
41.971141,77.0669,18.9993
41.987887,69.3898,18.7788
42.004633,71.1614,19.0676
42.021380,65.9449,19.2377
42.038126,71.2598,19.7511
42.054872,74.4094,19.9365
42.071618,77.8543,20.9045
42.088364,71.9488,20.8735
42.105110,73.7205,21.7517
42.121857,70.0787,21.3479
42.138603,71.8504,20.6374
42.155349,73.7205,19.8897
42.172095,76.7717,20.6909
42.188841,71.8504,21.1217
42.205587,70.3740,21.3000
42.222333,72.4409,21.3665
42.239080,76.7717,21.3252
42.255826,73.7205,21.3865
42.272572,71.6535,21.6880
42.289318,75.4921,21.1924
42.306064,72.0472,19.4850
42.322810,70.8661,17.9629
42.339557,68.6024,17.3827
42.356303,68.5039,17.4520
42.373049,67.4213,18.0054
42.389795,72.0472,19.3827
42.406541,73.3268,20.2120
42.423287,76.1811,20.7035
42.440034,75.0000,21.1472
42.456780,71.4567,21.5111
42.473526,70.2756,21.3011
42.490272,72.5394,21.6549
42.507018,76.0827,21.4448
42.523764,75.5906,21.4069
42.540510,74.8031,21.8249
42.557257,74.3110,22.1746
42.574003,70.3740,22.2095
42.590749,72.9331,22.0353
42.607495,76.6732,21.6882
42.624241,76.7717,21.3849
42.640987,75.0000,22.7514
42.657734,73.0315,24.2704
42.674480,72.9331,24.8871
42.691226,78.8386,25.8280
42.707972,85.6299,26.7941
42.724718,79.1339,27.5776
42.741464,79.1339,27.8167
42.758211,80.9055,28.2639
42.774957,78.2480,28.7014
42.791703,80.5118,29.4934
42.808449,84.1535,32.8674
42.825195,91.0433,34.9880
42.841941,91.8307,37.7801
42.858687,92.9134,41.2259
42.875434,100.7874,45.6252
42.892180,99.3110,51.8721
42.908926,114.2717,61.6832
42.925672,125.8858,77.3778
42.942418,146.9488,98.6835
42.959164,169.7835,124.0001
42.975911,199.8031,149.6104
42.992657,229.0354,169.5905
43.009403,248.8189,184.2492
43.026149,253.3465,192.6486
43.042895,240.9449,193.5216
43.059641,231.5945,189.7842
43.076387,230.6102,181.0154
43.093134,227.2638,171.6623
43.109880,212.9921,161.4912
43.126626,209.4488,150.8835
43.143372,185.0394,137.4225
43.160118,177.1654,121.1584
43.176864,154.4291,104.1061
43.193611,141.2402,89.0925
43.210357,124.9016,74.3018
43.227103,112.2047,63.1690
43.243849,104.0354,52.8151
43.260595,101.6732,45.5443
43.277341,90.3543,39.6112
43.294088,88.6811,35.8123
43.310834,83.3661,32.5062
43.327580,81.1024,30.0580
43.344326,81.2992,27.1644
43.361072,79.6260,26.7476
43.377818,76.0827,24.5060
43.394564,76.6732,23.4465
43.411311,71.4567,21.0529
43.428057,77.1654,20.3694
43.444803,66.4370,20.5137
43.461549,74.1142,20.9341
43.478295,69.2913,20.9648
43.495041,80.7087,21.0499
43.511788,73.6220,20.1909
43.528534,71.0630,20.8138
43.545280,69.5866,19.3739
43.562026,69.2913,18.4411
43.578772,70.1772,16.3783
43.595518,72.3425,17.6973
43.612265,68.3071,19.2783
43.629011,69.9803,20.2070
43.645757,72.7362,21.0882
43.662503,79.7244,21.5618
43.679249,74.4094,21.7621
43.695995,70.5709,21.5111
43.712741,73.2283,20.0478
43.729488,70.9646,19.3599
43.746234,69.8819,17.4883
43.762980,67.9134,17.5502
43.779726,70.2756,17.5647
43.796472,73.5236,17.6000
43.813218,64.8622,18.3803
43.829965,73.0315,18.6558
43.846711,71.3583,19.0539
43.863457,72.6378,18.7662
43.880203,71.1614,18.8290
43.896949,69.1929,19.7018
43.913695,71.8504,18.7676
43.930441,70.3740,18.8105
43.947188,72.2441,18.6255
43.963934,71.3583,18.6859
43.980680,69.1929,19.2172
43.997426,70.9646,18.3101
44.014172,69.8819,16.8592
44.030918,69.9803,16.5614
44.047665,69.8819,15.8336
44.064411,62.6969,16.0663
44.081157,66.1417,15.6505
44.097903,73.7205,16.1071
44.114649,65.7480,16.4973
44.131395,71.9488,16.8199
44.148142,67.0276,17.1512
44.164888,70.3740,16.3891
44.181634,67.0276,15.5264
44.198380,66.3386,15.7203
44.215126,66.9291,14.5293
44.231872,68.0118,13.9617
44.248618,66.3386,14.0252
44.265365,65.1575,13.8722
44.282111,64.3701,13.9766
44.298857,66.3386,14.0725
44.315603,70.8661,14.2850
44.332349,63.8780,16.4352
44.349095,70.5709,18.0458
44.365842,69.9803,19.0784
44.382588,72.4409,19.2503
44.399334,77.6575,19.4379
44.416080,68.3071,19.2691
44.432826,68.7992,17.8994
44.449572,68.5039,17.3848
44.466319,69.3898,15.8644
44.483065,65.5512,15.7125
44.499811,69.9803,16.0936
44.516557,69.2913,16.1261
44.533303,65.4528,15.4172
44.550049,71.1614,15.0145
44.566795,63.7795,15.0249
44.583542,68.2087,14.6454
44.600288,63.6811,14.9372
44.617034,68.7992,14.3029
44.633780,68.0118,14.1276
44.650526,67.4213,14.8799
44.667272,65.4528,14.5447
44.684019,62.8937,14.7989
44.700765,71.2598,14.3744
44.717511,66.3386,14.7509
44.734257,66.3386,14.9599
44.751003,67.3228,15.2770
44.767749,67.4213,14.6479
44.784495,67.1260,13.4432
44.801242,65.2559,14.3811
44.817988,65.9449,14.5282
44.834734,64.2717,15.0682
44.851480,69.0945,15.1031
44.868226,71.3583,15.3016
44.884972,66.0433,15.5769
44.901719,68.2087,14.8278
44.918465,63.9764,14.9641
44.935211,67.1260,14.2434
44.951957,66.4370,14.2909
44.968703,65.1575,14.7463
44.985449,71.1614,14.9648
45.002196,65.5512,15.2630
45.018942,67.3228,14.3054
45.035688,65.4528,14.0220
45.052434,66.9291,13.4062
45.069180,63.8780,13.3002
45.085926,63.7795,13.4296
45.102672,67.8150,13.8417
45.119419,66.1417,15.0664
45.136165,69.2913,14.6537
45.152911,63.8780,14.7929
45.169657,70.2756,13.6348
45.186403,65.9449,12.5486
45.203149,58.6614,12.2011
45.219896,65.3543,11.6649
45.236642,61.8110,12.3844
45.253388,67.1260,12.0772
45.270134,66.1417,12.8937
45.286880,65.3543,13.4636
45.303626,66.8307,12.9244
45.320373,62.7953,13.4930
45.337119,64.7638,13.2023
45.353865,65.4528,13.4074
45.370611,67.5197,13.6861
45.387357,68.5039,14.7727
45.404103,66.0433,16.4141
45.420849,67.4213,17.1166
45.437596,70.1772,17.3871
45.454342,73.5236,17.4323
45.471088,70.1772,17.7466
45.487834,67.9134,17.9049
45.504580,68.0118,17.6537
45.521326,69.7835,16.7424
45.538073,70.1772,16.8683
45.554819,68.5039,16.8211
45.571565,69.4882,16.7339
45.588311,67.5197,16.4551
45.605057,71.0630,16.4652
45.621803,64.3701,16.6258
45.638549,69.1929,16.0454
45.655296,69.1929,15.1235
45.672042,68.8976,13.6341
45.688788,64.6654,13.1725
45.705534,60.9252,13.2234
45.722280,63.7795,12.6340
45.739026,63.3858,12.1937
45.755773,70.6693,11.7392
45.772519,63.7795,11.9124
45.789265,64.4685,12.9031
45.806011,61.3189,13.5728
45.822757,63.6811,13.6696
45.839503,68.3071,14.0668
45.856250,71.8504,14.3102
45.872996,67.3228,14.1549
45.889742,63.4843,15.0166
45.906488,67.0276,14.9629
45.923234,60.8268,14.3811
45.939980,70.0787,14.2501
45.956726,71.8504,14.5564
45.973473,65.8465,14.9629
45.990219,64.6654,14.5254
46.006965,65.2559,13.8578
46.023711,63.9764,12.1825
46.040457,66.4370,11.2384
46.057203,63.1890,12.5397
46.073950,62.2047,12.3321
46.090696,65.5512,12.4582
46.107442,64.4685,12.6266
46.124188,69.5866,12.6624
46.140934,59.8425,12.8453
46.157680,66.3386,12.0065
46.174426,63.6811,11.5770
46.191173,63.3858,10.7573
46.207919,61.4173,10.2784
46.224665,61.3189,11.0064
46.241411,65.7480,10.1077
46.258157,59.9409,10.5900
46.274903,64.8622,10.6012
46.291650,62.6969,10.4108
46.308396,61.4173,10.5884
46.325142,64.4685,10.9341
46.341888,61.2205,11.6399
46.358634,63.2874,11.7569
46.375380,67.3228,11.7443
46.392127,64.9606,11.8509
46.408873,62.1063,11.3462
46.425619,63.6811,11.2067
46.442365,60.4331,10.9305
46.459111,64.8622,11.1744
46.475857,62.6969,11.7092
46.492603,64.8622,12.6677
46.509350,66.7323,12.3064
46.526096,65.5512,12.2584
46.542842,62.0079,11.2517
46.559588,64.2717,11.0619
46.576334,59.2520,10.7747
46.593080,64.0748,10.7600
46.609827,63.0906,11.5488
46.626573,66.1417,12.3890
46.643319,65.5512,12.7391
46.660065,64.8622,12.9499
46.676811,65.7480,12.9724
46.693557,63.9764,13.0763
46.710304,64.3701,12.7694
46.727050,64.3701,12.7441
46.743796,68.7992,13.4941
46.760542,64.3701,14.3866
46.777288,65.7480,14.9785
46.794034,67.3228,14.9221
46.810780,70.5709,15.2651
46.827527,67.1260,14.8076
46.844273,64.3701,14.4451
46.861019,65.7480,13.8578
46.877765,68.0118,13.4629
46.894511,62.8937,13.4641
46.911257,64.2717,13.5327
46.928004,68.3071,13.3422
46.944750,66.8307,13.3161
46.961496,65.3543,13.5522
46.978242,61.9094,13.3078
46.994988,65.2559,12.6377
47.011734,67.1260,11.1335
47.028480,63.2874,10.6485
47.045227,58.9567,10.5196
47.061973,63.0906,9.5296
47.078719,59.0551,8.6350
47.095465,63.3858,8.2457
47.112211,61.3189,9.1985
47.128957,58.1693,9.9531
47.145704,64.8622,10.7107
47.162450,63.2874,11.5690
47.179196,65.9449,11.9714
47.195942,63.8780,12.2313
47.212688,66.3386,13.0738
47.229434,62.2047,12.0159
47.246181,64.4685,12.0145
47.262927,62.1063,10.9162
47.279673,66.5354,10.0011
47.296419,58.6614,9.5376
47.313165,63.1890,9.8545
47.329911,58.0709,9.6760
47.346657,62.0079,9.7115
47.363404,65.3543,9.3380
47.380150,62.8937,9.7698
47.396896,61.3189,10.1821
47.413642,61.0236,11.5054
47.430388,62.0079,11.5435
47.447134,64.3701,11.2537
47.463881,68.7992,12.0896
47.480627,64.8622,12.4502
47.497373,61.4173,12.1162
47.514119,61.9094,11.8106
47.530865,65.7480,11.0470
47.547611,61.6142,9.9325
47.564358,61.7126,9.3141
47.581104,63.3858,8.9615
47.597850,59.2520,8.1732
47.614596,57.8740,7.8882
47.631342,59.2520,8.7910
47.648088,62.8937,9.3151
47.664834,62.1063,9.0588
47.681581,64.4685,10.2929
47.698327,63.0906,10.4363
47.715073,60.3346,10.4276
47.731819,59.2520,9.9240
47.748565,66.3386,9.7452
47.765311,60.0394,9.5865
47.782058,63.6811,10.3909
47.798804,61.1220,10.9559
47.815550,62.6969,10.9553
47.832296,63.7795,10.0765
47.849042,64.2717,10.1784
47.865788,60.4331,9.7716
47.882534,60.3346,8.2774
47.899281,59.1535,7.7141
47.916027,60.2362,6.7767
47.932773,59.5472,6.7902
47.949519,54.4291,8.1099
47.966265,65.4528,8.2344
47.983011,58.6614,8.8128
47.999758,64.2717,9.1937
48.016504,63.3858,9.4821
48.033250,57.1850,10.0460
48.049996,63.0906,8.6933
48.066742,61.2205,9.3832
48.083488,61.1220,8.9780
48.100235,62.9921,9.9210
48.116981,59.7441,10.5964
48.133727,65.3543,10.4982
48.150473,62.3031,10.9532
48.167219,64.6654,11.1845
48.183965,60.8268,10.5434
48.200711,63.4843,10.0538
48.217458,61.4173,8.3668
48.234204,60.3346,7.7164
48.250950,56.9882,7.0979
48.267696,59.0551,6.7193
48.284442,57.4803,6.5479
48.301188,61.0236,6.8457
48.317935,60.4331,7.8428
48.334681,58.9567,9.4497
48.351427,62.6969,9.0402
48.368173,61.0236,9.2761
48.384919,64.1732,8.8645
48.401665,61.3189,8.4517
48.418412,54.5276,8.4513
48.435158,62.8937,7.4872
48.451904,59.2520,7.6040
48.468650,59.3504,7.0511
48.485396,61.9094,7.7765
48.502142,58.1693,9.1958
48.518888,62.5984,8.7706
48.535635,59.3504,9.9072
48.552381,64.9606,10.5354
48.569127,64.4685,10.4388
48.585873,59.7441,10.0490
48.602619,64.1732,9.2611
48.619365,60.0394,7.9266
48.636112,57.4803,7.2656
48.652858,57.9724,7.2339
48.669604,60.8268,7.8669
48.686350,57.5787,7.7185
48.703096,66.2402,8.9661
48.719842,59.9409,9.6395
48.736588,61.8110,9.5700
48.753335,60.1378,8.8707
48.770081,62.8937,8.6479
48.786827,58.9567,7.7604
48.803573,59.0551,7.9006
48.820319,59.2520,7.8008
48.837065,61.7126,8.1961
48.853812,60.4331,8.6954
48.870558,59.8425,8.7023
48.887304,62.6969,8.5240
48.904050,61.4173,8.5185
48.920796,60.0394,7.5934
48.937542,55.6102,7.2642
48.954289,61.4173,7.1135
48.971035,60.1378,7.0079
48.987781,56.4961,7.4698
49.004527,61.4173,7.1401
49.021273,61.2205,7.9451
49.038019,60.1378,7.6937
49.054765,58.8583,8.3556
49.071512,57.4803,8.6132
49.088258,65.5512,8.0665
49.105004,59.6457,8.3067
49.121750,61.1220,8.7410
49.138496,58.9567,8.9498
49.155242,60.8268,8.6857
49.171989,62.2047,8.5928
49.188735,61.2205,8.9920
49.205481,60.4331,9.0345
49.222227,61.1220,9.0689
49.238973,63.3858,8.8436
49.255719,57.9724,9.1753
49.272466,62.1063,8.9650
49.289212,60.6299,9.1478
49.305958,62.1063,8.1505
49.322704,61.6142,7.5666
49.339450,56.7913,7.6801
49.356196,60.4331,6.6929
49.372942,55.1181,6.5390
49.389689,61.1220,7.0405
49.406435,59.6457,6.3735
49.423181,57.9724,6.6374
49.439927,60.7283,6.2189
49.456673,59.7441,7.2435
49.473419,52.1654,6.6585
49.490166,62.3031,6.7452
49.506912,60.1378,7.5432
49.523658,62.5984,7.0717
49.540404,55.9055,6.9407
49.557150,59.5472,7.3853
49.573896,60.8268,5.7610
49.590642,53.9370,6.1425
49.607389,58.9567,6.3263
49.624135,60.8268,6.9886
49.640881,57.4803,7.2612
49.657627,62.9921,7.7024
49.674373,58.5630,7.9142
49.691119,59.0551,7.1208
49.707866,60.9252,6.8654
49.724612,57.0866,6.3871
49.741358,56.2992,5.7504
49.758104,59.5472,5.8073
49.774850,58.6614,5.6671
49.791596,56.2992,6.0478
49.808343,59.8425,6.7124
49.825089,57.9724,7.0990
49.841835,60.2362,7.3596
49.858581,60.6299,6.7824
49.875327,58.1693,6.2244
49.892073,59.2520,5.7314
49.908819,57.5787,6.3834
49.925566,53.2480,6.6873
49.942312,60.6299,7.1586
49.959058,63.2874,7.7974
49.975804,63.0906,8.6037
49.992550,59.1535,9.5775
