two_theta_deg,intensity_raw,intensity_smoothed
20.435583,135.1378,87.4241
20.452330,134.9409,87.6299
20.469076,145.9646,86.6759
20.485822,139.9606,85.9507
20.502568,134.4488,86.9365
20.519314,136.7126,87.8705
20.536060,143.8976,87.6007
20.552807,139.1732,86.5286
20.569553,142.4213,87.3667
20.586299,136.8110,88.2590
20.603045,138.9764,87.7326
20.619791,139.1732,87.3330
20.636537,141.6339,87.9311
20.653284,141.7323,88.5733
20.670030,139.0748,89.1166
20.686776,142.2244,89.4206
20.703522,140.8465,88.3604
20.720268,141.7323,86.3556
20.737014,136.8110,85.4030
20.753760,139.6654,86.3361
20.770507,131.8898,87.6328
20.787253,138.0906,88.8936
20.803999,147.3425,90.0164
20.820745,150.6890,91.7116
20.837491,144.4882,91.5978
20.854237,139.3701,91.9874
20.870984,141.7323,91.4914
20.887730,142.4213,89.3517
20.904476,138.8780,88.8809
20.921222,145.7677,90.2954
20.937968,145.2756,90.7093
20.954714,136.5157,90.5142
20.971461,145.5709,89.5362
20.988207,144.0945,89.9473
21.004953,137.8937,88.5233
21.021699,141.1417,89.1439
21.038445,138.8780,89.4557
21.055191,146.4567,88.9007
21.071937,137.7953,89.8996
21.088684,145.9646,90.5280
21.105430,139.3701,89.3499
21.122176,144.3898,89.6484
21.138922,142.3228,89.6959
21.155668,138.2874,90.4521
21.172414,140.2559,90.0125
21.189161,149.2126,91.2395
21.205907,143.9961,91.4811
21.222653,141.6339,92.8625
21.239399,144.8819,92.8810
21.256145,146.7520,92.0897
21.272891,144.1929,91.3214
21.289637,144.9803,92.5704
21.306384,139.3701,93.0595
21.323130,146.1614,92.9914
21.339876,147.5394,91.8537
21.356622,147.5394,91.4682
21.373368,142.4213,91.9844
21.390114,142.3228,93.2254
21.406861,139.3701,92.8898
21.423607,149.2126,93.8641
21.440353,152.6575,95.7241
21.457099,149.6063,97.7805
21.473845,147.0472,98.4959
21.490591,152.4606,98.2866
21.507338,150.8858,96.5322
21.524084,147.3425,95.4782
21.540830,145.2756,95.4557
21.557576,146.0630,95.2290
21.574322,146.9488,94.3790
21.591068,147.9331,94.6942
21.607814,149.1142,94.9464
21.624561,147.0472,96.5799
21.641307,146.9488,97.0245
21.658053,149.0157,96.2300
21.674799,148.6220,95.7647
21.691545,153.9370,94.2991
21.708291,141.9291,95.0418
21.725038,142.0276,94.2282
21.741784,147.8346,93.9408
21.758530,144.7835,94.5449
21.775276,155.1181,95.5718
21.792022,143.0118,97.7849
21.808768,152.5591,98.6278
21.825515,152.1654,98.0586
21.842261,150.6890,98.1329
21.859007,149.0157,97.0576
21.875753,149.4094,97.3466
21.892499,146.4567,96.5349
21.909245,150.4921,96.6659
21.925991,148.4252,99.0889
21.942738,150.8858,99.2633
21.959484,154.6260,99.3994
21.976230,152.6575,99.1555
21.992976,156.8898,98.1453
22.009722,139.7638,98.2708
22.026468,150.6890,97.9046
22.043215,149.2126,97.8922
22.059961,152.1654,99.1367
22.076707,155.6102,99.1091
22.093453,152.2638,101.6434
22.110199,153.4449,101.1689
22.126945,153.2480,101.9501
22.143691,148.3268,100.6449
22.160438,159.0551,99.8401
22.177184,151.3780,99.6467
22.193930,152.3622,99.8442
22.210676,145.2756,99.8295
22.227422,154.0354,99.3374
22.244168,152.9528,98.2866
22.260915,154.4291,100.2985
22.277661,149.2126,100.0879
22.294407,150.3937,100.7204
22.311153,155.7087,101.3495
22.327899,157.1850,102.0307
22.344645,147.3425,102.0713
22.361392,158.5630,101.5310
22.378138,158.5630,101.0701
22.394884,148.0315,99.7873
22.411630,149.2126,100.7128
22.428376,150.2953,101.9706
22.445122,157.8740,100.6325
22.461868,153.5433,101.4080
22.478615,160.3346,102.1920
22.495361,150.8858,102.2131
22.512107,149.1142,101.4752
22.528853,155.4134,101.1208
22.545599,151.1811,100.2833
22.562345,156.3976,100.9675
22.579092,152.7559,101.8999
22.595838,155.7087,102.7669
22.612584,149.3110,102.0169
22.629330,161.8110,102.1598
22.646076,149.9016,101.6618
22.662822,157.4803,102.8337
22.679569,150.4921,102.9174
22.696315,156.3976,103.5532
22.713061,157.0866,103.3214
22.729807,159.6457,105.1837
22.746553,153.6417,104.8531
22.763299,157.6772,105.0385
22.780045,158.0709,104.1864
22.796792,156.2008,103.3488
22.813538,152.2638,102.0786
22.830284,153.4449,101.4823
22.847030,154.2323,100.1652
22.863776,150.3937,99.4338
22.880522,150.0984,99.1470
22.897269,152.2638,98.8262
22.914015,151.6732,98.8691
22.930761,151.2795,99.8300
22.947507,151.5748,101.3628
22.964253,152.6575,101.6400
22.980999,157.4803,102.0252
22.997745,156.4961,102.1293
23.014492,153.1496,101.2231
23.031238,149.7047,99.8509
23.047984,153.5433,99.3737
23.064730,149.2126,99.0522
23.081476,148.9173,100.4417
23.098222,154.1339,101.4009
23.114969,159.7441,103.3127
23.131715,156.4961,104.4539
23.148461,158.1693,105.0270
23.165207,153.4449,104.9577
23.181953,160.8268,104.2605
23.198699,154.3307,104.2018
23.215446,152.7559,104.3970
23.232192,158.6614,104.2580
23.248938,158.2677,104.9889
23.265684,158.1693,103.4440
23.282430,153.7402,104.2761
23.299176,156.2008,103.6131
23.315922,156.5945,102.8346
23.332669,150.6890,104.4463
23.349415,161.7126,105.6421
23.366161,155.2165,106.3462
23.382907,162.6969,107.5152
23.399653,165.3543,107.8194
23.416399,155.2165,108.0231
23.433146,157.0866,107.4966
23.449892,163.1890,107.6122
23.466638,154.7244,106.3079
23.483384,159.5472,104.7010
23.500130,160.2362,103.8686
23.516876,153.1496,103.0232
23.533623,151.9685,100.7702
23.550369,148.8189,101.7196
23.567115,154.7244,101.2164
23.583861,158.2677,100.8310
23.600607,150.2953,103.4176
23.617353,162.9921,104.5090
23.634099,152.0669,105.6525
23.650846,155.5118,105.5641
23.667592,165.9449,105.1043
23.684338,153.4449,105.7465
23.701084,158.3661,104.7375
23.717830,155.0197,105.0284
23.734576,154.2323,103.8016
23.751323,158.5630,101.4587
23.768069,153.9370,103.1030
23.784815,152.5591,102.3383
23.801561,153.3465,101.3190
23.818307,151.2795,100.2957
23.835053,161.1220,100.3180
23.851799,146.5551,100.9459
23.868546,149.3110,101.7375
23.885292,156.6929,102.1878
23.902038,159.4488,102.7073
23.918784,154.0354,102.4726
23.935530,157.3819,105.9429
23.952276,155.4134,106.1820
23.969023,157.1850,105.8293
23.985769,158.8583,105.5687
24.002515,165.3543,105.5999
24.019261,151.6732,104.9621
24.036007,155.7087,104.0627
24.052753,153.4449,102.7178
24.069500,154.3307,100.0154
24.086246,154.4291,100.0741
24.102992,151.0827,101.7166
24.119738,152.4606,102.8332
24.136484,151.1811,103.3926
24.153230,166.4370,103.9072
24.169976,155.8071,104.5381
24.186723,158.5630,104.8733
24.203469,151.4764,104.7453
24.220215,157.8740,105.1450
24.236961,157.5787,104.5578
24.253707,158.2677,108.0521
24.270453,163.1890,110.2098
24.287200,166.6339,112.8905
24.303946,166.0433,114.3194
24.320692,174.2126,117.0553
24.337438,167.9134,120.8329
24.354184,174.0157,123.4236
24.370930,179.8228,128.8026
24.387676,189.0748,135.6935
24.404423,194.7835,141.3283
24.421169,194.9803,149.0655
24.437915,213.6811,154.3525
24.454661,209.9409,158.6963
24.471407,206.4961,157.8786
24.488153,214.7638,154.9238
24.504900,203.3465,150.0982
24.521646,196.5551,141.4941
24.538392,175.1969,134.0999
24.555138,179.7244,124.9422
24.571884,172.7362,116.3094
24.588630,161.6142,112.1214
24.605377,160.2362,109.4906
24.622123,154.0354,108.5552
24.638869,162.2047,105.5820
24.655615,163.8780,105.4919
24.672361,157.5787,106.7039
24.689107,154.8228,105.6912
24.705853,153.9370,104.8623
24.722600,160.8268,103.6993
24.739346,156.3976,102.6990
24.756092,148.3268,101.2908
24.772838,155.6102,100.3008
24.789584,154.6260,98.9786
24.806330,145.5709,97.9636
24.823077,145.9646,97.6509
24.839823,154.3307,98.5392
24.856569,150.6890,97.0397
24.873315,151.6732,97.9127
24.890061,147.9331,99.4402
24.906807,153.7402,99.4182
24.923554,146.3583,98.8758
24.940300,157.2835,99.8520
24.957046,152.1654,99.4189
24.973792,150.8858,101.1368
24.990538,153.0512,101.9309
25.007284,154.2323,102.3395
25.024030,151.3780,100.8542
25.040777,162.3031,100.8303
25.057523,150.3937,101.0102
25.074269,146.8504,100.2081
25.091015,150.1969,99.8084
25.107761,153.1496,98.2634
25.124507,153.7402,96.8887
25.141254,147.3425,96.9536
25.158000,148.5236,95.9774
25.174746,142.4213,94.3329
25.191492,149.2126,93.9867
25.208238,143.7008,94.2537
25.224984,147.2441,94.7695
25.241730,148.9173,95.6154
25.258477,152.0669,97.1938
25.275223,147.1457,96.9458
25.291969,147.8346,99.2679
25.308715,153.9370,98.6133
25.325461,151.5748,98.5135
25.342207,149.0157,98.3947
25.358954,156.2992,98.4018
25.375700,141.7323,96.8846
25.392446,152.3622,96.9920
25.409192,149.2126,97.6922
25.425938,148.2283,98.5590
25.442684,150.4921,99.9195
25.459431,160.7283,102.2165
25.476177,151.9685,102.4856
25.492923,155.7087,103.1806
25.509669,157.6772,103.9191
25.526415,152.9528,104.1089
25.543161,155.6102,103.2510
25.559907,153.7402,101.8370
25.576654,157.8740,100.8457
25.593400,152.7559,99.6687
25.610146,146.5551,98.8510
25.626892,143.9961,98.2515
25.643638,157.0866,96.7442
25.660384,147.1457,95.7214
25.677131,148.8189,96.2335
25.693877,149.7047,95.9320
25.710623,141.9291,95.8716
25.727369,150.1969,95.0400
25.744115,148.6220,96.2016
25.760861,145.8661,96.1738
25.777608,153.1496,96.1690
25.794354,148.3268,97.3283
25.811100,147.4409,96.6905
25.827846,146.9488,96.1284
25.844592,148.2283,95.1019
25.861338,150.8858,94.4237
25.878084,143.9961,94.7970
25.894831,142.9134,94.5965
25.911577,146.2598,93.3039
25.928323,150.0000,91.9174
25.945069,143.9961,92.3462
25.961815,142.1260,92.7519
25.978561,140.3543,92.5135
25.995308,146.8504,92.8508
26.012054,151.1811,92.6516
26.028800,141.9291,94.9200
26.045546,147.6378,95.2584
26.062292,150.2953,96.1190
26.079038,144.8819,96.0901
26.095784,153.4449,96.9036
26.112531,143.4055,96.8456
26.129277,153.3465,96.2594
26.146023,147.9331,94.8486
26.162769,146.8504,94.2085
26.179515,139.8622,92.8430
26.196261,149.0157,93.4349
26.213008,140.9449,92.3772
26.229754,148.0315,94.0569
26.246500,147.8346,95.5624
26.263246,149.5079,97.0154
26.279992,147.5394,96.4402
26.296738,153.2480,96.9669
26.313485,147.8346,96.5946
26.330231,146.7520,96.5326
26.346977,145.5709,96.3222
26.363723,149.9016,96.4615
26.380469,150.8858,96.0132
26.397215,147.1457,94.8817
26.413961,147.5394,94.6419
26.430708,146.5551,94.1739
26.447454,142.9134,93.4769
26.464200,140.0591,92.9880
26.480946,152.4606,93.1281
26.497692,145.8661,93.3206
26.514438,145.7677,93.6402
26.531185,143.8976,95.2035
26.547931,146.5551,94.5455
26.564677,147.3425,93.3417
26.581423,146.7520,93.7302
26.598169,149.2126,93.3895
26.614915,138.7795,93.8320
26.631662,147.6378,93.1621
26.648408,145.1772,93.8233
26.665154,146.2598,93.8244
26.681900,149.3110,94.4464
26.698646,144.3898,95.1049
26.715392,150.2953,94.9117
26.732138,142.9134,94.7266
26.748885,148.3268,94.0153
26.765631,144.1929,92.7301
26.782377,148.2283,92.4123
26.799123,140.4528,91.2218
26.815869,142.9134,91.7330
26.832615,141.7323,90.7850
26.849362,145.4724,90.9444
26.866108,143.4055,91.6575
26.882854,146.2598,92.4871
26.899600,142.1260,92.8368
26.916346,147.0472,93.5092
26.933092,148.8189,95.5835
26.949838,143.8976,95.5660
26.966585,151.0827,97.6114
26.983331,151.8701,98.3428
27.000077,155.1181,98.3396
27.016823,141.6339,98.4899
27.033569,159.8425,98.7416
27.050315,143.4055,97.7342
27.067062,151.3780,97.1643
27.083808,149.9016,96.7999
27.100554,150.0000,98.3486
27.117300,149.6063,98.7283
27.134046,150.3937,100.4754
27.150792,153.4449,100.5233
27.167539,158.0709,100.2918
27.184285,155.1181,101.1093
27.201031,147.0472,100.6268
27.217777,154.4291,101.2630
27.234523,151.3780,102.7380
27.251269,161.1220,104.8946
27.268015,155.5118,109.4837
27.284762,169.4882,113.5588
27.301508,169.4882,114.9827
27.318254,169.6850,117.7654
27.335000,173.6220,118.2201
27.351746,165.7480,119.0516
27.368492,166.7323,115.8696
27.385239,174.0157,115.1832
27.401985,163.8780,113.6084
27.418731,164.4685,112.4048
27.435477,157.7756,112.4741
27.452223,170.1772,111.4033
27.468969,160.8268,110.9931
27.485716,165.9449,112.5987
27.502462,165.3543,112.9738
27.519208,164.0748,114.5197
27.535954,168.4055,113.5707
27.552700,167.5197,115.7522
27.569446,166.3386,115.4495
27.586192,171.2598,116.1704
27.602939,164.6654,116.2234
27.619685,174.1142,116.8952
27.636431,164.4685,118.0738
27.653177,172.5394,119.1115
27.669923,170.1772,119.4118
27.686669,176.5748,119.9161
27.703416,171.6535,118.2493
27.720162,170.6693,117.8746
27.736908,168.7008,118.4310
27.753654,168.4055,120.2894
27.770400,169.4882,122.0229
27.787146,179.4291,124.8612
27.803892,189.6654,127.7649
27.820639,181.6929,130.6038
27.837385,182.3819,133.2686
27.854131,184.3504,134.8269
27.870877,189.2717,134.8338
27.887623,191.7323,138.5914
27.904369,196.3583,143.0990
27.921116,198.2283,149.7607
27.937862,207.0866,156.7845
27.954608,227.0669,166.5790
27.971354,222.4409,178.0523
27.988100,250.4921,191.4031
28.004846,257.3819,207.5592
28.021593,284.8425,225.8780
28.038339,301.3780,252.2936
28.055085,334.1535,283.3219
28.071831,375.6890,319.0337
28.088577,427.7559,367.3894
28.105323,502.8543,432.5420
28.122069,557.8740,519.8918
28.138816,682.6772,634.1781
28.155562,839.0748,790.5592
28.172308,1043.7992,989.2453
28.189054,1280.8071,1247.3290
28.205800,1593.7992,1573.0540
28.222546,1979.2323,1989.0709
28.239293,2373.1299,2470.9448
28.256039,2872.1457,2906.6312
28.272785,3326.4764,3196.2275
28.289531,3709.2520,3295.9155
28.306277,3580.2165,3223.3499
28.323023,2966.1417,2994.8314
28.339770,2385.3346,2610.5166
28.356516,2039.2717,2130.9236
28.373262,1804.5276,1639.1969
28.390008,1409.4488,1234.4860
28.406754,929.0354,932.3413
28.423500,614.7638,680.5907
28.440246,455.1181,467.5318
28.456993,381.5945,315.5588
28.473739,345.4724,245.7790
28.490485,294.2913,229.8449
28.507231,276.1811,219.9858
28.523977,262.9921,207.4234
28.540723,258.3661,192.8200
28.557470,242.5197,181.4100
28.574216,210.2362,172.2948
28.590962,211.7126,162.7418
28.607708,205.3150,152.1534
28.624454,205.7087,143.9926
28.641200,187.4016,138.0873
28.657946,187.9921,133.7738
28.674693,172.5394,127.9688
28.691439,179.8228,122.6490
28.708185,168.5039,118.9415
28.724931,169.6850,116.9787
28.741677,169.7835,113.7554
28.758423,161.2205,112.6978
28.775170,165.6496,110.5453
28.791916,158.5630,109.9687
28.808662,159.4488,108.5841
28.825408,163.6811,108.1688
28.842154,159.9409,106.7867
28.858900,157.4803,106.0881
28.875647,157.4803,105.1583
28.892393,156.2008,103.2164
28.909139,149.5079,102.1188
28.925885,160.3346,102.1711
28.942631,148.9173,102.4551
28.959377,154.1339,102.0834
28.976123,157.4803,100.9469
28.992870,153.4449,99.7495
29.009616,151.0827,97.5550
29.026362,145.8661,97.5678
29.043108,144.6850,96.6361
29.059854,149.0157,95.7700
29.076600,150.6890,97.3127
29.093347,151.9685,97.3203
29.110093,150.3937,97.2861
29.126839,147.0472,96.4854
29.143585,151.6732,95.6280
29.160331,139.3701,94.6846
29.177077,146.7520,94.4877
29.193824,147.5394,93.6916
29.210570,148.3268,91.8110
29.227316,143.4055,91.0479
29.244062,143.7992,91.1275
29.260808,136.2205,90.1733
29.277554,138.6811,90.0288
29.294300,149.1142,90.2281
29.311047,142.7165,91.5308
29.327793,146.0630,91.7766
29.344539,142.7165,92.0874
29.361285,142.3228,90.1033
29.378031,142.7165,87.7590
29.394777,137.2047,87.8040
29.411524,138.8780,88.2064
29.428270,136.9094,87.6994
29.445016,142.4213,88.0224
29.461762,145.3740,88.8534
29.478508,142.1260,88.7970
29.495254,133.4646,88.1637
29.512000,144.0945,87.1240
29.528747,138.9764,85.8038
29.545493,133.2677,85.8068
29.562239,139.3701,85.8015
29.578985,137.6969,86.7259
29.595731,141.0433,86.2333
29.612477,140.7480,87.7576
29.629224,135.7283,87.5819
29.645970,142.7165,86.8076
29.662716,138.7795,86.9856
29.679462,139.0748,86.3297
29.696208,132.8740,85.4801
29.712954,141.0433,85.3340
29.729701,138.6811,84.0514
29.746447,133.8583,83.6493
29.763193,134.1535,84.2868
29.779939,138.3858,84.4881
29.796685,135.0394,84.8714
29.813431,137.6969,85.0871
29.830177,142.5197,85.9238
29.846924,135.9252,86.9790
29.863670,142.3228,87.8288
29.880416,134.2520,88.2741
29.897162,144.4882,89.5178
29.913908,145.8661,90.1857
29.930654,142.3228,91.0224
29.947401,141.6339,91.5180
29.964147,150.5906,94.5804
29.980893,142.8150,96.3291
29.997639,147.4409,99.2147
30.014385,157.0866,101.5677
30.031131,162.0079,102.7905
30.047877,155.3150,103.6452
30.064624,154.2323,104.6044
30.081370,150.6890,102.8442
30.098116,153.1496,99.8864
30.114862,154.1339,97.3762
30.131608,146.0630,93.6496
30.148354,142.1260,90.5932
30.165101,139.5669,88.1023
30.181847,135.3346,83.5607
30.198593,128.1496,82.1710
30.215339,140.6496,81.8751
30.232085,133.8583,82.1146
30.248831,127.8543,81.9370
30.265578,143.3071,82.3991
30.282324,132.1850,82.4264
30.299070,134.4488,82.2277
30.315816,130.9055,82.2619
30.332562,135.6299,81.5564
30.349308,134.2520,80.8796
30.366054,136.9094,82.1665
30.382801,126.7717,81.4972
30.399547,134.8425,81.4396
30.416293,138.7795,80.6655
30.433039,129.8228,78.8709
30.449785,128.6417,78.5621
30.466531,132.8740,80.3205
30.483278,129.6260,80.0390
30.500024,127.3622,79.9577
30.516770,141.7323,81.3559
30.533516,138.2874,81.6872
30.550262,129.6260,81.2469
30.567008,130.4134,81.8473
30.583755,135.2362,82.2780
30.600501,133.9567,82.3973
30.617247,135.8268,84.3224
30.633993,141.3386,87.3642
30.650739,142.0276,89.0702
30.667485,143.2087,89.5855
30.684231,141.6339,91.7885
30.700978,147.0472,93.2779
30.717724,144.3898,94.6887
30.734470,146.7520,97.1709
30.751216,156.8898,99.6194
30.767962,152.2638,102.3204
30.784708,156.3976,104.9093
30.801455,159.0551,105.8149
30.818201,157.6772,105.7041
30.834947,159.0551,104.1304
30.851693,156.6929,102.9030
30.868439,146.1614,100.2338
30.885185,152.2638,97.3632
30.901931,146.1614,94.1027
30.918678,144.1929,91.3085
30.935424,141.6339,89.9420
30.952170,138.8780,88.0674
30.968916,135.9252,85.0359
30.985662,138.9764,83.6782
31.002408,135.9252,81.3107
31.019155,127.6575,80.4620
31.035901,131.2008,78.0847
31.052647,130.7087,76.8437
31.069393,125.9843,75.8012
31.086139,131.7913,75.9755
31.102885,121.4567,77.4964
31.119632,133.4646,76.8478
31.136378,129.9213,76.6248
31.153124,129.9213,75.7805
31.169870,130.1181,74.8956
31.186616,120.7677,75.4047
31.203362,125.3937,73.3226
31.220108,124.0157,73.7533
31.236855,130.2165,73.7597
31.253601,127.6575,73.2075
31.270347,123.0315,74.4758
31.287093,129.3307,74.5430
31.303839,122.9331,74.4888
31.320585,123.7205,74.2186
31.337332,132.5787,73.9962
31.354078,126.3780,73.8109
31.370824,123.9173,72.5857
31.387570,125.0000,72.6600
31.404316,120.8661,72.6653
31.421062,125.1969,72.0791
31.437809,125.0000,73.6360
31.454555,128.9370,74.1165
31.471301,129.9213,74.5753
31.488047,126.0827,75.6656
31.504793,130.1181,77.4551
31.521539,127.5591,80.9936
31.538285,136.3189,84.3034
31.555032,143.1102,89.4469
31.571778,152.3622,94.0899
31.588524,155.8071,100.4222
31.605270,157.3819,110.3007
31.622016,171.1614,122.1743
31.638762,178.7402,137.0673
31.655509,210.4331,155.6396
31.672255,231.3976,177.1442
31.689001,247.0472,196.5790
31.705747,262.1063,208.4841
31.722493,275.2953,213.1555
31.739239,270.5709,207.7153
31.755985,248.7205,198.3103
31.772732,225.7874,184.1217
31.789478,213.9764,165.8618
31.806224,198.1299,145.7342
31.822970,190.2559,129.0481
31.839716,166.4370,115.5181
31.856462,149.5079,103.2620
31.873209,139.5669,92.7824
31.889955,140.4528,84.7884
31.906701,131.4961,77.8396
31.923447,127.0669,74.3560
31.940193,127.6575,73.0262
31.956939,120.6693,70.4841
31.973686,116.8307,69.1697
31.990432,123.0315,69.4822
32.007178,126.6732,70.0496
32.023924,116.8307,69.4233
32.040670,126.8701,68.9215
32.057416,121.2598,69.1144
32.074162,119.5866,67.7023
32.090909,113.9764,67.2992
32.107655,119.6850,69.2303
32.124401,126.3780,68.2614
32.141147,118.6024,69.1273
32.157893,124.2126,68.9068
32.174639,124.7047,69.0213
32.191386,112.6969,68.2539
32.208132,120.0787,66.4480
32.224878,116.6339,65.8180
32.241624,121.3583,64.3898
32.258370,117.7165,64.7197
32.275116,111.0236,64.7718
32.291863,116.8307,63.0642
32.308609,117.1260,62.8033
32.325355,117.6181,63.5478
32.342101,110.6299,64.8673
32.358847,116.6339,65.3218
32.375593,120.8661,63.9275
32.392339,121.7520,64.0998
32.409086,112.6969,63.7183
32.425832,111.4173,64.2845
32.442578,114.1732,64.2941
32.459324,120.5709,63.8052
32.476070,114.7638,64.8510
32.492816,120.8661,65.2887
32.509563,118.3071,63.7738
32.526309,111.4173,61.8941
32.543055,115.2559,60.1784
32.559801,105.8071,59.9951
32.576547,109.6457,59.2767
32.593293,114.9606,59.9423
32.610039,114.6654,60.3103
32.626786,114.9606,60.9126
32.643532,112.5984,62.1302
32.660278,112.4016,61.4481
32.677024,110.9252,60.8364
32.693770,117.4213,61.7929
32.710516,112.8937,62.1364
32.727263,113.0906,62.6874
32.744009,116.4370,62.2880
32.760755,117.6181,62.0682
32.777501,110.1378,61.0677
32.794247,112.5000,60.5937
32.810993,110.3346,60.0086
32.827740,113.6811,58.7263
32.844486,110.2362,58.4090
32.861232,110.0394,59.4403
32.877978,112.1063,58.7986
32.894724,108.4646,57.7923
32.911470,112.5000,57.5712
32.928216,111.3189,57.6345
32.944963,104.8228,57.1951
32.961709,107.8740,57.1802
32.978455,114.0748,57.2573
32.995201,107.7756,57.5574
33.011947,109.1535,57.8798
33.028693,111.2205,57.2635
33.045440,108.0709,55.4836
33.062186,110.0394,54.4993
33.078932,102.7559,54.3302
33.095678,102.1654,54.7531
33.112424,107.9724,55.1968
33.129170,111.0236,55.3941
33.145917,107.8740,55.0961
33.162663,112.3031,54.9961
33.179409,104.5276,55.2943
33.196155,102.3622,55.2987
33.212901,105.8071,56.0487
33.229647,108.9567,56.7413
33.246393,116.5354,56.6748
33.263140,111.1220,58.2604
33.279886,109.1535,58.0227
33.296632,105.1181,57.5831
33.313378,107.1850,55.8376
33.330124,110.8268,54.3729
33.346870,104.8228,54.1724
33.363617,109.0551,53.7473
33.380363,101.4764,53.8294
33.397109,106.5945,53.6202
33.413855,104.9213,53.0769
33.430601,106.1024,54.2557
33.447347,108.4646,54.2633
33.464093,106.8898,54.9015
33.480840,104.8228,54.4154
33.497586,109.4488,53.6532
33.514332,103.1496,53.0792
33.531078,105.0197,53.4561
33.547824,104.9213,53.8051
33.564570,103.3465,53.6433
33.581317,109.2520,52.5648
33.598063,108.5630,52.8842
33.614809,101.3780,52.2340
33.631555,100.9843,51.2112
33.648301,101.4764,50.6424
33.665047,105.4134,49.2275
33.681794,101.3780,50.3276
33.698540,101.0827,50.8395
33.715286,104.8228,51.5989
33.732032,102.3622,51.6420
33.748778,108.4646,51.4690
33.765524,98.9173,51.6441
33.782270,106.9882,50.8542
33.799017,100.3937,49.6774
33.815763,101.6732,49.3310
33.832509,100.3937,49.2390
33.849255,100.1969,50.2462
33.866001,102.6575,49.9369
33.882747,104.9213,50.6417
33.899494,104.8228,50.6936
33.916240,101.4764,50.1427
33.932986,101.0827,50.0560
33.949732,100.6890,49.4987
33.966478,101.3780,48.7088
33.983224,99.8031,49.2768
33.999971,105.2165,49.7417
34.016717,100.6890,50.1441
34.033463,101.0827,50.0725
34.050209,105.4134,49.9000
34.066955,99.9016,50.3492
34.083701,102.2638,49.2957
34.100447,100.0984,49.6978
34.117194,102.2638,48.8893
34.133940,102.3622,47.0371
34.150686,95.6693,46.6627
34.167432,100.9843,45.8010
34.184178,94.0945,44.8298
34.200924,94.6850,45.0278
34.217671,101.3780,46.2250
34.234417,98.7205,48.0219
34.251163,99.0157,48.6076
34.267909,106.9882,50.1161
34.284655,102.7559,50.1053
34.301401,100.9843,49.4094
34.318147,99.7047,49.3172
34.334894,101.7717,49.8167
34.351640,100.0000,49.8126
34.368386,102.1654,49.9151
34.385132,103.8386,49.7194
34.401878,106.4961,49.2931
34.418624,98.5236,48.2515
34.435371,94.8819,47.4265
34.452117,99.4094,46.1981
34.468863,99.1142,46.2491
34.485609,98.3268,46.9523
34.502355,100.1969,48.7914
34.519101,101.3780,48.9157
34.535848,105.3150,49.0495
34.552594,100.9843,49.5012
34.569340,99.9016,49.6719
34.586086,97.5394,49.2996
34.602832,105.2165,48.6817
34.619578,100.9843,47.8909
34.636324,100.0000,47.8255
34.653071,99.2126,47.9062
34.669817,98.6220,47.3726
34.686563,99.0157,47.3824
34.703309,100.5906,48.3426
34.720055,102.8543,48.9832
34.736801,101.2795,50.5777
34.753548,107.8740,53.2905
34.770294,103.6417,56.1852
34.787040,108.1693,58.2113
34.803786,115.5512,59.1776
34.820532,116.7323,59.6698
34.837278,112.1063,59.5720
34.854025,107.2835,59.6594
34.870771,106.7913,57.8703
34.887517,109.2520,55.4696
34.904263,110.2362,54.7673
34.921009,105.8071,53.4483
34.937755,102.3622,52.3631
34.954501,102.4606,50.4396
34.971248,103.6417,48.5372
34.987994,94.4882,47.4166
35.004740,100.3937,46.2594
35.021486,96.8504,44.5678
35.038232,97.3425,42.1189
35.054978,94.6850,40.9527
35.071725,88.9764,41.3964
35.088471,89.9606,40.7478
35.105217,91.8307,40.9148
35.121963,98.8189,40.7478
35.138709,96.8504,42.4915
35.155455,92.4213,43.0756
35.172201,92.2244,42.0835
35.188948,93.7008,41.1170
35.205694,98.1299,40.3649
35.222440,87.0079,41.2142
35.239186,91.1417,40.7728
35.255932,95.7677,39.4816
35.272678,94.6850,39.6621
35.289425,92.1260,39.6488
35.306171,84.8425,41.0481
35.322917,92.8150,40.2045
35.339663,99.6063,39.9012
35.356409,91.0433,40.2811
35.373155,93.5039,41.9656
35.389902,90.3543,42.7117
35.406648,95.5709,41.5214
35.423394,94.7835,40.9387
35.440140,97.6378,41.8025
35.456886,89.5669,41.5976
35.473632,91.9291,41.8344
35.490378,93.9961,40.7831
35.507125,93.7992,39.9393
35.523871,92.2244,39.3783
35.540617,91.8307,38.2532
35.557363,87.4016,37.1797
35.574109,88.0906,36.5603
35.590855,88.9764,37.0469
35.607602,84.9409,37.2107
35.624348,95.5709,38.4159
35.641094,92.4213,39.3132
35.657840,92.9134,39.7408
35.674586,88.9764,40.6719
35.691332,94.8819,40.0496
35.708078,89.4685,38.9498
35.724825,93.2087,39.9056
35.741571,93.4055,40.2408
35.758317,86.8110,40.2667
35.775063,96.5551,40.0441
35.791809,95.1772,40.7758
35.808555,89.5669,40.1137
35.825302,90.3543,39.7395
35.842048,93.6024,39.0535
35.858794,90.4528,37.0863
35.875540,86.6142,35.9936
35.892286,87.5984,35.2865
35.909032,85.4331,33.8066
35.925779,86.0236,33.4226
35.942525,84.2520,33.4664
35.959271,86.0236,33.1915
35.976017,86.0236,33.9195
